,stemmedComment
7812,"['jangan', 'pak', 'gatot', 'ini', 'akan', 'di', 'jadi', 'cawapres', 'nya', 'pak', 'prabowo', 'soal', 'nya', 'sering', 'banget', 'keluar', 'statment', 'yang', 'absurd', 'dan', 'akhir', 'nya', 'jadi', 'bola', 'panas', 'di', 'tengah', 'masyarakat']"
7813,"['kalo', 'betul', 'panglima', 'tni', 'mau', 'nyerbu', 'polri', 'bin', 'ini', 'soal', 'serius', 'arti', 'kudeta', 'moga', 'tidak', 'benar', 'berita']"
7814,"['topik', 'daalm', 'acara', 'internal', 'kok', 'berita', 'bisa', 'bocor', 'ke', 'luar', 'wah', 'ini', 'bagaimana', 'intel']"
7815,"['banyak', 'yang', 'offiside', 'komentar', 'nya', 'panglima', 'jangan', 'buat', 'suasana', 'aduh', 'ah', 'pak', 'panglima', 'nanti', 'kurang', 'simpati', 'rakyat', 'punya', 'ambisi', 'politik', 'itu', 'hal', 'yang', 'wajar', 'apalagi', 'kelas', 'panglima', 'ya', 'mbok', 'main', 'cantik', 'lah']"
7816,"['komentar', 'seragam', 'habis', 'dapat', 'bunus', 'nih', 'pada', 'rajin']"
7817,"['biasa', 'saja', 'hanya', 'orang', 'panglima', 'sedang', 'carmuk', 'carimuka', 'konon', 'hendak', 'angkat', 'untuk', 'wakil', 'prangowoh', 'tuh']"
7818,"['panglima', 'tni', 'kok', 'kayak', 'juru', 'bicara', 'martabat', 'tni', 'sedang', 'taruh', 'seperti', 'benar', 'panglima', 'tni', 'sedang', 'cari', 'momentum', 'politik']"
7819,"['kok', 'panglima', 'hal', 'begini', 'rahasia', 'negara', 'umbar', 'ke', 'purnawirawan', 'dan', 'bocor', 'ke', 'publik', 'mengapai', 'kayak', 'kurang', 'kerja', 'ken', 'sayang', 'kakak', 'kelas', 'ya']"
7820,"['demi', 'jabat', 'dan', 'ambisi', 'kuasa', 'buat', 'gaduh', 'mana', 'rassa', 'nasionalisme', 'mu']"
7821,"['bagai', 'pimpin', 'sudah', 'harus', 'tidak', 'buat', 'gaduh']"
7822,"['itu', 'bukan', 'press', 'release', 'jadi', 'enggak', 'akan', 'saya', 'tanggap', 'tapi', 'itu', 'benar', 'kata', 'kata', 'saya', 'ingat', 'jonru', 'waktu', 'ngeles', 'di', 'ilc']"
7823,"['apa', 'sih', 'mau', 'nya', 'panglima', 'ini', 'kalau', 'mau', 'politik', 'keluar', 'dati', 'tni', 'jangan', 'bikin', 'isu', 'resa']"
7824,"['ini', 'bpjenderal', 'gatot', 'nurmantyo', 'pimpin', 'masa', 'depan', 'nkri', 'layak', 'jadi', 'presiden', 'moga', 'allah', 'swt', 'mengijabahi', 'untuk', 'pimpin', 'bangsa', 'indonesia', 'cerdas', 'sahaja', 'cool', 'tapi', 'tegas', 'kapabilitas', 'dan', 'integritas', 'jiwa', 'sangat', 'patriotik', 'hadap', 'bangsa', 'dan', 'negara', 'sangat', 'loyalis', 'dan', 'bukan', 'orang', 'jilat', 'ya', 'allah', 'moga', 'bp', 'jenderal', 'gatot', 'nurmantyo', 'engkau', 'jadi', 'pimpin', 'di', 'negeri', 'ini', 'amin', 'ya', 'rabb']"
7825,"['jenderal', 'apapolitikus']"
7826,"['panglima', 'ini', 'bagamaina', 'sih']"
7827,"['hadeuhh', 'pak', 'gatot', 'mbok', 'ya', 'jaga', 'omong', 'tau', 'sendiri', 'baris', 'sakit', 'hati', 'langsung', 'gerak', 'buat', 'bahan', 'nyinyir', 'baru', 'hati', 'pak', 'gatot']"
7828,"['moral', 'of', 'the', 'story', 'jangan', 'beri', 'informasi', 'rahasia', 'negara', 'kepada', 'para', 'purnawirawan', 'mulut', 'mereka', 'ember']"
7829,"['begini', 'ini', 'mantan', 'ajudan', 'soeharto', 'dan', 'kenal', 'cukup', 'loyal', 'ke', 'cendana', 'jadi', 'tau', 'sendirlah', 'ke', 'mana', 'sangin', 'hembus']"
7830,"['lihat', 'jawab', 'panglima', 'tni', 'jadi', 'ingat', 'jawab', 'jonru', 'di', 'ilc']"
7831,"['mending', 'sih', 'gatot', 'ath', 'dari', 'pada', 'sih', 'jokowi', 'mah']"
7832,"['makin', 'hari', 'makin', 'lihat', 'ambisi']"
7833,"['ini', 'jenderal', 'tidak', 'tahu', 'terima', 'kasih', 'sudah', 'angkat', 'jadi', 'panglima', 'malah', 'punya', 'manuver', 'politik', 'payah']"
7834,"['sudah', 'belai', 'enggak', 'ambil', 'jatah', 'tni', 'au', 'bagai', 'panglima', 'begini', 'balas', 'sama', 'presiden']"
7835,"['lupa', 'kalau', 'purnawirawan', 'itu', 'juga', 'sudah', 'sipil', 'dan', 'publik']"
7836,"['pak', 'jokowi', 'masih', 'lebih', 'dari', 'dar', 'sangat', 'layak', 'untuk', 'periodelihat', 'hasil', 'kerja', 'beliaurakyat', 'di', 'dalam', 'dan', 'batas', 'dan', 'kampung', 'pencil', 'yang', 'lama', 'ini', 'cuma', 'bisa', 'buai', 'mimpi', 'saat', 'ini', 'benar', 'benar', 'baru', 'bangun', 'dari', 'mimpi', 'merekalanjutkan', 'biar', 'brw', 'alias', 'gukguk', 'gonggong', 'kafilah', 'lalu']"
7837,"['rakyat', 'sama', 'tni']"
7838,"['nyang', 'begini', 'jokowi', 'ahlinyatetap', 'pakai', 'jurus', 'ngrebus', 'kodok', 'dengan', 'air', 'dinginsi', 'kodok', 'awal', 'tetap', 'rasa', 'nyaman', 'tibatiba', 'mati', 'perlahan']"
7839,"['bikin', 'gaduh']"
7840,"['nyata', 'dari', 'panglima', 'ini', 'kental', 'unsur', 'politiknyakata', 'non', 'militer', 'rupa', 'kata', 'yang', 'ambang', 'yang', 'bisa', 'arti', 'mana', 'sajawalaupun', 'akhir', 'jelas', 'o', 'wiranto', 'yang', 'maksud', 'adalah', 'bin']"
7841,"['menampak', 'benar', 'orang', 'ini', 'ambisi', 'jadi', 'presidensuka', 'retorika', 'sana', 'sini']"
7842,"['pak', 'panglima', 'rupa', 'salah', 'satu', 'putra', 'baik', 'bangsa', 'ini', 'tak', 'ada', 'yang', 'boleh', 'batas', 'hak', 'politik', 'beliau', 'bos']"
7843,"['maju', 'rua', 'jenderal', 'rakyat', 'dukung', 'mu', 'untuk', 'terus', 'bela', 'hal', 'hal', 'yang', 'benar']"
7844,"['memang', 'kontribusi', 'nya', 'apa']"
7845,"['percuma', 'image', 'dia', 'sekarang', 'sudah', 'buruk', 'lempar', 'batu', 'sembunyi', 'tangan', 'rakyat', 'mana', 'yang', 'mau', 'pimpin', 'enggak', 'gentle', 'kayak', 'begitu', 'tapi', 'kita', 'semua', 'harus', 'tetap', 'waspada', 'kalau', 'dia', 'mau', 'kudeta', 'tuh', 'kata', 'mau', 'serbu', 'polri', 'bin', 'gila', 'yuk', 'kita', 'semua', 'sama', 'jaga', 'dan', 'awas', 'nkri', 'dari', 'pihak', 'yang', 'mau', 'kudeta', 'baik', 'cara', 'militer', 'atau', 'bukan']"
7846,"['suka', 'tidak', 'suka', 'atas', 'itu', 'mas', 'jokowi', 'kalo', 'ada', 'selundup', 'apa', 'ada', 'langgar', 'prosedur', 'harus', 'lapor', 'ke', 'presiden', 'bukan', 'koar', 'sampai', 'kepada', 'senior', 'yang', 'sudah', 'purnawirawan', 'dan', 'sok', 'rendah', 'bagai', 'junior', 'ini', 'pelsnggaran', 'berat', 'dan', 'bentuk', 'pengkianatan', 'kecuali', 'bisa', 'bukti', 'sudah', 'jangan', 'cari', 'alas', 'tidak', 'press', 'release', 'ini', 'sudah', 'rupa', 'konsumsi', 'publik', 'nama', 'anda', 'bagai', 'panglima', 'taruh', 'sini', 'atau', 'kalo', 'tidak', 'bisa', 'bukti', 'mundur', 'saja', 'itu', 'sikap', 'orang', 'ksatria']"
7847,"['lambat', 'laun', 'allah', 'swt', 'buka', 'topeng', 'sang', 'jenderal']"
7848,"['jenderal', 'bintang', 'kok', 'ngelesnya', 'kayak', 'begitu', 'nanti', 'contoh', 'anak', 'sd', 'dong']"
7849,"['mungkin', 'masalah', 'post', 'power', 'syndrome', 'ibarat', 'gadis', 'remaja', 'yang', 'mulai', 'akil', 'balik', 'dan', 'baru', 'dapat', 'pertama', 'kali']"
7850,"['manuver', 'yang', 'kurang', 'pas']"
7851,"['nyata', 'dari', 'panglima', 'ini', 'kental', 'unsur', 'politiknyakata', 'non', 'militer', 'rupa', 'kata', 'yang', 'ambang', 'yang', 'bisa', 'arti', 'mana', 'sajawalaupun', 'akhir', 'jelas', 'o', 'wiranto', 'yang', 'maksud', 'adalah', 'bin']"
7852,"['devida', 'et', 'emperahati', 'hati', 'masa', 'rawan', 'jelang', 'milu']"
7853,"['nyata', 'dari', 'panglima', 'ini', 'kental', 'unsur', 'politiknyakata', 'non', 'militer', 'rupa', 'kata', 'yang', 'ambang', 'yang', 'bisa', 'arti', 'mana', 'sajawalaupun', 'akhir', 'jelas', 'o', 'wiranto', 'yang', 'maksud', 'adalah', 'bin']"
7854,"['hancur', 'nih', 'sih', 'hen', 'ini', 'yang', 'kata', 'tegak', 'ham', 'harusnya', 'terima', 'kasih', 'kasih', 'info', 'bahwa', 'ada', 'senjata', 'yang', 'antah', 'antah', 'selidik', 'senjata', 'kan', 'harus', 'jelas', 'cuma', 'tni', 'dan', 'polri', 'punya', 'agar', 'masy', 'tidak', 'was', 'seperti', 'peristiwa', 'semanggi', 'tuh', 'pada', 'buang', 'badan', 'senjata', 'bukan', 'punya', 'dia', 'ini', 'orang', 'lihat', 'abang', 'nya', 'asal', 'bukan', 'gatot', 'partisan']"
7855,"['saya', 'enggak', 'tuju', 'militer', 'jadi', 'presidengak', 'pernah', 'ajar', 'sama', 'sejarah', 'ya', 'kitaini', 'panglima', 'lihat', 'benar', 'manuver', 'untuk', 'cari', 'panggung', 'untuk', 'pilpreshaizz', 'ambisius', 'dan', 'cara', 'politik', 'yang', 'tidak', 'elegan']"
7856,"['jangan', 'kipas', 'kipas', 'bos']"
7857,"['ada', 'yang', 'mulai', 'berpikian', 'kalau', 'hasil', 'investigasi', 'allan', 'nairn', 'ada', 'benar', 'apa', 'cuma', 'saya', 'saja', 'yang', 'rasa', 'seperti', 'itu', 'dalam', 'era', 'reformasi', 'tau', 'saya', 'tidak', 'pernah', 'ada', 'itu', 'panglima', 'tni', 'buat', 'polemik', 'seperti', 'ini', 'berangan', 'dapat', 'dengan', 'menhan', 'dll', 'kalau', 'salah', 'mohon', 'koreksi', 'pimpin', 'begitu', 'mau', 'serbu', 'institusi', 'lain', 'milik', 'negara', 'lalu', 'nanti', 'bagaimana', 'bawah', 'ya', 'ada', 'sama', 'dengan', 'tahun']"
7858,"['orang', 'jenderal', 'cerdas', 'dan', 'hebat', 'akan', 'bicara', 'dengan', 'strategi', 'mas', 'gatot', 'hati', 'jangan', 'umbar', 'statemen', 'lebih', 'bijak']"
7859,"['lihat', 'lebih', 'ke', 'dalam', 'bagaimana', 'struktur', 'dan', 'tempat', 'jabat', 'di', 'internal', 'tni', 'sekarangkemana', 'orang', 'baik', 'dan', 'bagaimana', 'orang', 'yang', 'loyal', 'ke', 'panglimabisa', 'dtarik', 'simpul']"
7860,"['panglima', 'itu', 'tidak', 'boleh', 'pihak', 'loyalitas', 'nya', 'ke', 'presiden', 'dan', 'nkri']"
7861,"['aneh', 'ini', 'jenderal', 'satu', 'ini', 'makin', 'out', 'of', 'control', 'perlu', 'cari', 'siapa', 'dalang', 'sih', 'jenderal', 'kancil', 'ini']"
7862,"['saya', 'juga', 'mulai', 'ragu', 'begini', 'tidak', 'bisa', 'netral', 'saja', 'tidak', 'politik']"
7863,"['mulai', 'menampak', 'ambisi', 'politik', 'yang', 'benar', 'tidak', 'semua', 'komponen', 'tni', 'dukung', 'manuver', 'yang', 'laku', 'orang', 'ini']"
7864,"['saya', 'curiga', 'dengan', 'nyata', 'pak', 'gatot', 'ini', 'dia', 'bilang', 'ini', 'bukan', 'konsumsi', 'publik', 'dan', 'belum', 'laku', 'press', 'realese', 'tapi', 'di', 'forum', 'sebut', 'dia', 'tidak', 'sebut', 'siapa', 'yang', 'beli', 'dan', 'di', 'guna', 'untuk', 'apa', 'jadi', 'akan', 'akan', 'dia', 'tahu', 'bahwa', 'ini', 'akan', 'jadi', 'kosumsi', 'publik', 'maka', 'nya', 'dia', 'sengaja', 'lempar', 'statment', 'sebut']"
7865,"['lempar', 'tangan', 'sembunyi', 'batu']"
7866,"['sih', 'gatot', 'sedang', 'politik', 'sedang', 'tni', 'dapatbanak', 'masalah', 'internal', 'bunuh', 'antara', 'polisi', 'dan', 'tni', 'bandar', 'narkoba', 'dari', 'anak', 'buah', 'dan', 'masalah', 'sosial', 'ada', 'internal', 'keluarga', 'tni', 'pada', 'main', 'politik', 'yang', 'cukup', 'buruk', 'urus', 'apa', 'yang', 'ada', 'bayar', 'rakyat', 'cukup', 'mahal', 'adalah', 'aman', 'negara']"
7867,"['kerja', 'kerja', 'kerja', 'ini', 'yang', 'butuh', 'rakyat', 'lain', 'fihak', 'bagi', 'umat', 'yang', 'aku', 'muslim', 'cuma', 'sibuk', 'buat', 'fitnah', 'dan', 'hasad']"
7868,"['saya', 'masih', 'harap', 'siapa', 'harus', 'berhatihati', 'kalau', 'bicara', 'atau', 'sikap', 'di', 'depan', 'umum']"
7869,"['wah', 'jadi', 'mulai', 'enggak', 'suka', 'saya', 'sama', 'jenderal', 'ini', 'kalau', 'memang', 'benar', 'seperti', 'ini', 'ada']"
7870,"['jelang', 'pilpres', 'sudah', 'panas', 'harus', 'tampil', 'di', 'media', 'apa', 'harus', 'bikin', 'viral', 'tapi', 'turut', 'saya', 'presiden', 'depan', 'harus', 'masih', 'dari', 'kalang', 'usaha', 'jadi', 'tau', 'apa', 'yang', 'butuh', 'indonesia', 'sekarang', 'pimpin', 'dari', 'tni', 'biasa', 'hanya', 'focus', 'jaga', 'stabil', 'politik', 'tapi', 'kurang', 'paham', 'bagaimana', 'bangun', 'negara', 'ini', 'apa', 'yang', 'butuh', 'untuk', 'saing', 'dengan', 'negara', 'lain', 'enggak', 'ada', 'visi', 'yang', 'jelas']"
7871,"['urgensi', 'apa', 'bin', 'beli', 'senjata', 'pintar', 'banget', 'budi', 'gunawan', 'cari', 'proyek', 'pantesan', 'uang', 'banyak']"
7872,"['citra', 'gagal', 'totalhahaha']"
7873,"['gatot', 'sedang', 'coba', 'jadi', 'suharto', 'kecil']"
7874,"['kudu', 'ati', 'nih', 'kenegarawanan', 'jangan', 'sampai', 'hilang', 'tarung', 'cara', 'adil', 'dan', 'buka']"
7875,"['hatihati', 'dwifungsi', 'abri', 'mau', 'usung', 'lagi']"
7876,"['memang', 'pantas', 'untuk', 'ganti', 'sih', 'joko']"
7877,"['wah', 'masih', 'ada', 'rupa', 'sih', 'hendardi']"
7878,"['sekali', 'ini', 'saya', 'tuju', 'hendardi', 'awas', 'hatihati', 'dwi', 'fungsi', 'abri', 'ala', 'orba', 'mau', 'usung', 'lagi']"
7879,"['kalo', 'tara', 'ini', 'dari', 'dulu', 'memang', 'pro', 'komunis']"
7880,"['apa', 'perlu', 'lapor', 'ke', 'purnawirawan', 'kenapa', 'tidak', 'komplain', 'atas', 'dalam', 'hal', 'ini', 'presiden', 'atau', 'koordinasi', 'dengan', 'menkopolhukam', 'lihat', 'ketidaksetiaan', 'dan', 'sembrono', 'dalam', 'sikap', 'speechless', 'bro']"
7881,"['harus', 'extra', 'hati', 'oleh', 'polotik', 'adu', 'domba']"
7882,"['jangan', 'dipolitisir']"
7883,"['susah', 'cari', 'jabat', 'yang', 'pikir', 'rakyat']"
7884,"['gatot', 'for', 'ri', 'rindu', 'orde', 'baru', 'piye', 'kabare', 'penak', 'jaman', 'ku', 'tooh']"
7885,['lebay']
7886,"['alan', 'nairn', 'kan', 'deh', 'kasih', 'tau', 'kok', 'hehe']"
7887,"['luar', 'biasa', 'yehpanglima', 'lagi', 'mantap', 'memang']"
7888,"['diblkg', 'ini', 'jenderal', 'ada', 'tau', 'kira', 'negara', 'asing', 'yang', 'pulang', 'punya', 'penting', 'kalau', 'dia', 'jadi', 'presiden', 'negara', 'mana', 'amerikaujung', 'nya', 'amerika', 'juga', 'hahaha']"
7889,"['sudah', 'sering', 'bikin', 'gaduh', 'saat', 'pecat']"
7890,"['gatot', 'caper', 'mentang', 'di', 'calonin', 'kapan']"
7891,"['jam', 'teknologi', 'komunikasi', 'yang', 'super', 'canggih', 'harusnya', 'hati', 'bicara', 'informasi', 'bisa', 'bocor', 'kapan', 'saja', 'dan', 'tak', 'perlu', 'juga', 'bicara', 'walau', 'konsumsi', 'internal', 'skalipun', 'karena', 'potensi', 'menimbulkn', 'polemik', 'dan', 'cendrung', 'politisasi', 'piyeh', 'tooh']"
7892,"['sejarah', 'bukti', 'yang', 'nama', 'dari', 'militer', 'tidak', 'bisa', 'bangun', 'negara', 'ini', 'dengan', 'baik']"
7893,"['kalau', 'copot', 'dari', 'panglima', 'tni', 'maka', 'akan', 'bilang', 'didzolimi']"
7894,"['jam', 'teknologi', 'komunikasi', 'yang', 'super', 'canggih', 'harusnya', 'hati', 'bicara', 'informasi', 'bisa', 'bocor', 'kapan', 'saja', 'dan', 'tak', 'perlu', 'juga', 'bicara', 'walau', 'konsumsi', 'internal', 'skalipun', 'karena', 'potensi', 'menimbulkn', 'polemik', 'dan', 'cendrung', 'politisasi', 'piyeh', 'tooh']"
7895,"['nyata', 'panglima', 'tni', 'gatot', 'nurmantyo', 'tentang', 'isu', 'beli', 'pucuk', 'senjata', 'oleh', 'institusi', 'non', 'militer', 'rencana', 'serbu', 'ke', 'bin', 'dan', 'polri', 'rupa', 'bentuk', 'langgar', 'serius', 'pasal', 'dan', 'pasal', 'uu']"
7896,"['biasa', 'saja', 'turut', 'gue', 'justru', 'gue', 'neng', 'kalau', 'pak', 'gatot', 'nyalon', 'daripada', 'yang', 'bocor']"
7897,['ganti']
7898,"['suudzon', 'panglima', 'sudah', 'bagus', 'ungkap', 'hal', 'itu', 'jangan', 'tau', 'tembak', 'tembak', 'ijin', 'ada', 'senjata', 'harusnya', 'ijin', 'dari', 'mabes', 'tni', 'masak', 'bin', 'yang', 'pimpin', 'jenderal', 'penuh', 'dari', 'polri', 'ijin', 'pasok', 'senjata', 'meminta', 'ijinnya', 'juga', 'dari', 'polri', 'sih', 'mesti', 'benah', 'prosedur', 'tuh']"
7899,['mantabbbb']
7900,"['oooo', 'nyata', 'begitu', 'paham', 'aku', 'sekarang', 'moga', 'benar', 'pak', 'jokowi', 'terus', 'jabat', 'bagai', 'presiden', 'ri']"
7901,"['belum', 'angkat', 'derajat', 'nya', 'oleh', 'pakde', 'bocah', 'ini', 'bukan', 'siapa', 'baru', 'berapa', 'bulan', 'jadi', 'panglima', 'langsung', 'songong', 'rasa', 'hebatngga', 'tau', 'diri', 'dan', 'enggak', 'punya', 'etika']"
7902,"['halah', 'sok', 'jasa']"
7903,"['intoleransi', 'akar', 'dari', 'radikalisme', 'dan', 'terorisme', 'masak', 'mau', 'dukung', 'intoleransi', 'kelas', 'tni', 'enggak', 'lulua', 'p', 'ini', 'mah']"
7904,"['hati', 'politik', 'praktis', 'ada', 'yang', 'lagi', 'cari', 'dukung', 'rakyat', 'siapa', 'dia', 'entahlahyg', 'jelas', 'hati']"
7905,"['mau', 'mengomong', 'ngalor', 'ngidul', 'ya', 'inti', 'mau', 'mencari', 'panggung', 'sendiri', 'jadi', 'panglima', 'kurang', 'puas']"
7906,"['pak', 'jenderal', 'cerdas', 'bijakkemampuan', 'public', 'speaking', 'bagus', 'sekalinasionalisreligiuspak', 'gatot', 'presiden', 'indonesia', 'di', 'seganiayo', 'pak', 'cari', 'sosok', 'wakil', 'yang', 'pun']"
7907,"['mantap', 'pak', 'gatot']"
7908,"['pangkat', 'nya', 'lebih', 'tinggi', 'dari', 'prabowo', 'masa', 'mau', 'jadi', 'cawapres', 'nya']"
7909,"['ke', 'amerika', 'dulu', 'saja', 'balik', 'lagi', 'tahun']"
7910,"['iya', 'baik', 'baik', 'kok', 'semua', 'cuma', 'kalau', 'main', 'gerudug', 'begina', 'buat', 'apa', 'ada', 'sistem', 'adil', 'di', 'indonesia', 'ya', 'kan', 'borosin', 'anggar', 'saja', 'lebih', 'baik', 'ya', 'bubar', 'saja', 'ganti', 'dengan', 'adil', 'gerudugan', 'saja', 'bos']"
7911,"['jenderal', 'bijak']"
7912,"['lgan', 'kalo', 'mau', 'nyalon', 'enggak', 'bakal', 'menang', 'pak', 'yang', 'anda', 'lawan', 'itu', 'mantan', 'bos', 'anda', 'sudah', 'lah', 'pak', 'mending', 'momong', 'cucu', 'saja']"
7913,"['lengkap', 'sudah']"
7914,"['pantesan', 'ganti']"
7915,"['pantas', 'waktu', 'jadi', 'panglima', 'malah', 'lempar', 'isu', 'terus', 'oooo', 'cuma', 'gin', 'abdi', 'mu']"
7916,"['juta', 'rasionalitas', 'pak', 'jenderal', 'sangat', 'ragu']"
7917,"['pernah', 'tinggal', 'dekat', 'rumah', 'keluarga', 'gatot', 'dukung', 'dia', 'jadi', 'presiden', 'waduuuh', 'enggak', 'deh']"
7918,"['dan', 'hanya', 'itu', 'doang', 'jual', 'pak', 'gatot', 'buat', 'naikin', 'elektabilitas', 'upsss', 'nyata', 'cuman', 'itu', 'doang', 'hasil', 'dari', 'lama', 'jabat', 'panglima', 'he']"
7919,"['jenderal', 'ini', 'bahaya', 'laten']"
7920,"['nah', 'makin', 'jelas', 'belang', 'nya']"
7921,"['kok', 'bisa', 'lulus', 'tni', 'memdukung', 'sara', 'ya']"
7922,"['sila', 'cekhanya', 'negara', 'belakang', 'yang', 'rela', 'pimpin', 'presiden', 'dari', 'militer']"
7923,"['rasa', 'ada', 'mobil', 'bakar', 'sama', 'ada', 'orang', 'kirim', 'surat', 'ke', 'tni', 'isi', 'saja', 'makar', 'di', 'aksi', 'fpi', 'sudah', 'ganti', 'rugi', 'bom', 'tuh', 'mobil']"
7924,"['hmmm', 'mau', 'komen', 'apa', 'yalagi', 'blank']"
7925,"['abdi', 'pada', 'bangsa', 'banyak', 'cara', 'tidak', 'harus', 'rebut', 'kuasa']"
7926,"['dar', 'saran', 'saja', 'loyalitas', 'tinggi', 'adalah', 'nyawa', 'taruh', 'agenda', 'lain', 'harus', 'buang', 'jauh', 'jauh']"
7927,"['aduh', 'sijendral', 'salah', 'bela', 'orang', 'semua', 'juga', 'sudah', 'tau', 'mereka', 'itu', 'intoleransi']"
7928,"['jangan', 'demi', 'cari', 'masa', 'dukung', 'bapak', 'gadai', 'wibawa', 'anda', 'dan', 'kagum', 'rakyat', 'pada', 'bapak', 'hanya', 'untuk', 'ambisi', 'kuasa', 'yang', 'belum', 'tentu', 'dapat', 'lihat', 'gubernur', 'yang', 'sekarang', 'yang', 'walaupun', 'bisa', 'rebut', 'kuasa', 'tapi', 'rakyat', 'tidak', 'respek', 'karena', 'dapat', 'dengan', 'kampanye', 'yang', 'penuh', 'sara']"
7929,"['juta', 'wakakak']"
7930,"['model', 'kayak', 'gin', 'harus', 'kasih', 'jabat', 'kalo', 'enggak', 'dia', 'main', 'politik', 'ikut', 'oposisi', 'yang', 'mulai', 'buat', 'kisruh', 'banyak', 'contoh', 'bekas', 'jenderal', 'yang', 'buat', 'kisruh', 'karena', 'enggak', 'ada', 'jabat', 'sudah', 'pensiun']"
7931,"['aksi', 'sulit', 'sekali', 'sebut', 'aksi', 'damai', 'apakah', 'pak', 'gatot', 'tidak', 'dengar', 'ada', 'upaya', 'dan', 'rusa', 'dan', 'jarah', 'mini', 'market', 'apakah', 'pak', 'gatot', 'tidak', 'dengar', 'hujat', 'hujat', 'yang', 'amat', 'bau', 'sara', 'sana', 'kenapa', 'bisa', 'dia', 'kata', 'aksi', 'damai']"
7932,"['harus', 'sebagai', 'panglima', 'jangan', 'serong', 'ke', 'sana', 'dan', 'serong', 'ke', 'sini', 'you', 'harus', 'fokus', 'aman', 'presiden', 'dan', 'negara', 'panglima', 'kalau', 'sudah', 'politik', 'ya', 'bahaya', 'apalagi', 'mampir', 'ke', 'parpol', 'ras']"
7933,"['hahahahahawahai', 'jenderal', 'anda', 'lihat', 'manuver', 'untuk', 'caper', 'yakasian', 'deh']"
7934,"['kalau', 'ini', 'panasbung', 'pada', 'keluar']"
7935,"['untung', 'sudah', 'pecat', 'kalau', 'tidak', 'bahaya', 'ini', 'orang', 'karena', 'dekat', 'dengan', 'ormas', 'radikal']"
7936,"['mantab', 'pak', 'gatot', 'gue', 'dukung', 'anda', 'jenderal', 'sikatt', 'semua', 'pak', 'jenderal']"
7937,"['jenderal', 'tobatehh', 'mantan', 'pantas', 'anda', 'di', 'larang', 'kunjung', 'ke', 'amerika', 'pada', 'hari', 'yang', 'lewat', 'nyata', 'oohh', 'nyata']"
7938,"['banyak', 'bos', 'rumput', 'rusak', 'bagaimana', 'sih']"
7939,"['lagi', 'mencari', 'dukung']"
7940,"['ente', 'percaya', 'tuh', 'ya', 'yang', 'kumpul', 'juta', 'kagak', 'pantas', 'deh', 'yang', 'kayak', 'gin', 'jadi', 'pimpin', 'ngitung', 'yang', 'gamoang', 'saja', 'kagak', 'bisa', 'malah', 'percaya', 'omong', 'kadal', 'gubraakk', 'dah']"
7941,"['musuh', 'dalam', 'selimut', 'mulai', 'buka', 'selimut']"
7942,"['jokowi', 'salah', 'pilih', 'waktu', 'angkat', 'gatot', 'ini', 'jadi', 'panglima', 'bukti', 'tidak', 'profesional', 'jadi', 'prajurit', 'tni', 'kerja', 'banyak', 'politik', 'angkat', 'citra', 'diri', 'sendiri', 'dan', 'figur', 'di', 'balik', 'main', 'sara', 'di', 'pilkada', 'dki']"
7943,"['paklebih', 'baik', 'nikmat', 'masa', 'pensiun', 'hari', 'tuabersama', 'keluargadari', 'pada', 'ambisi', 'seperti', 'sekarang', 'ini']"
7944,"['ambisi', 'jadi', 'presiden', 'biar', 'waktu', 'yang', 'bicara', 'apa', 'bisa']"
7945,"['yang', 'sekarang', 'jihat', 'benar', 'belum', 'tentu', 'yang', 'baik']"
7946,"['intoleran', 'tuh', 'kalau', 'doyan', 'benci', 'doyan', 'sara', 'mau', 'seragam', 'doyan', 'hakim', 'iman', 'percaya', 'agama', 'orang', 'lain', 'bisa', 'menentukan', 'surga', 'neraka', 'walaupun', 'bantuin', 'ini', 'itu', 'tapi', 'kalau', 'paham', 'seperti', 'sebut', 'ya', 'tetap', 'intoleran', 'nama']"
7947,"['jenderal', 'ini', 'seperti', 'cocok', 'berapasangan', 'dengan', 'rezieg', 'sebagao', 'capres', 'dan', 'wacapres', 'di']"
7948,"['bagus', 'pakteruslah', 'juang', 'untuk', 'bangsa', 'inibantu', 'kami', 'musnahkn', 'para', 'kutukuprettp', 'jangan', 'ikut', 'wiwi', 'dan', 'wowo', 'ya']"
7949,"['haha', 'mulai', 'lihat', 'ambisi', 'politik', 'sayang', 'seperti', 'ambisi', 'politik', 'arah', 'ke', 'arah', 'yang', 'salah', 'moga', 'masih', 'bisa', 'kembali', 'ke', 'jalan', 'yang', 'benar', 'mumpung', 'masih', 'awal']"
7950,"['cumasenyum', 'saja', 'ah']"
7951,"['sangat', 'pantas', 'pecat']"
7952,"['ya', 'begitu']"
